date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2012-05-02,6000000.00,889501,200000.00,042376|560676|221008|738125|590744,80000.00,515325|392383|563739|610591|383215|330029|860501|428619|760914|396907,40000.00,965836|903781|472953|198735|933190|938285|031347|529801|218149|009498|720618|028718|233261|186707|084603|310258|234138|668341|827601|181876|936487|324036|845812|807152|307615|174703|725224|780458|344935|961816|455311|030077|140743|366648|245090|818547|994560|834418|337952|088154|757034|287611|617240|309197|474424|050932|582895|310482|190770|250674,20000.00,317694|297096|619141|749959|492115|755016|803571|057880|963640|248897|695825|832175|199079|645164|625800|692096|883933|278689|910410|136306|488916|470807|521993|866572|596713|231072|377952|499383|757836|439967|106763|671984|317626|057319|100981|369710|810603|447253|916978|196325|968969|951175|226438|735998|523459|499981|499780|535406|724452|568822|692809|835158|016797|082908|711419|112973|744531|934159|165650|091367|771381|503224|321203|035280|019161|977689|371946|187895|715156|981419|379650|152937|888538|006535|155865|892637|229586|678206|289369|071090|397650|082672|617277|522109|342619|130361|796264|013089|960330|660341|990724|843979|967346|726096|839103|800965|734717|599655|763458|202996,2000.00,29,4000.00,,4000.00,589|597|426|468,100000.00,889500|889502
