date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2012-09-01,6000000.00,329997,200000.00,988286|853903|057084|137845|794286,80000.00,466636|742775|535723|071253|454992|794130|144471|159801|717132|632311,40000.00,100741|984222|432488|353541|963655|901274|957985|006014|050479|131932|976101|815813|728983|414817|117010|740659|953366|077761|013008|026434|660317|316689|281656|496185|559524|199975|113604|939150|055603|409311|698997|434698|955264|442160|832996|862109|458459|518780|515545|205986|659613|706748|575093|972624|293620|822274|276407|506975|151616|231955,20000.00,007760|119094|342455|503391|931434|352868|606354|186372|339820|267654|857890|458330|051494|135031|397486|404149|804556|942287|403369|826246|503923|241313|530324|618574|913636|853483|898380|249197|099876|123451|131940|281717|040587|914545|338735|470214|185548|972883|827746|291039|767870|329255|223627|109075|859723|258123|075098|451095|562434|985649|434905|321931|251354|744704|782889|243906|074435|839898|652600|159425|913613|506695|473824|302168|467876|074400|487138|443769|416277|959300|674677|265909|226831|138844|698402|395798|112022|734329|789833|966328|275770|558268|570051|950379|829882|560360|974778|855069|051804|976425|931419|501191|945864|990990|633438|458114|934168|249179|371988|346305,2000.00,07,4000.00,,4000.00,736|598|148|639,100000.00,329996|329998
