date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2025-12-16,6000000.00,763895,200000.00,643258|175105|223276|554757|472864,80000.00,001046|005846|885722|577411|457067|798981|522202|936527|425723|044280,40000.00,563287|929394|028552|822812|855166|722477|856995|240998|743490|402228|893933|580224|545104|109106|476537|148085|430795|378677|200235|016995|141431|239542|220476|245281|354717|706474|992179|126549|319961|981976|809390|846195|784299|778981|424289|500358|942447|124171|848756|734278|476151|786341|680749|326028|660044|347046|249394|083310|680971|150646,20000.00,669531|356680|408633|370035|728838|888102|849227|838156|247752|340050|114040|768932|858723|151762|219332|855236|054254|214269|877820|727320|100810|141043|407909|162181|230150|276973|479700|356029|269655|060709|556536|141075|202551|258415|406128|866667|160782|070933|804225|476955|609122|367447|773415|618174|561550|527716|382543|808189|813028|863630|894783|400408|078831|284948|277875|763102|319407|743117|171645|436991|923423|085470|610535|269820|445026|753957|404666|283389|255761|076035|412864|594201|599134|613662|207698|813318|696602|497116|477301|276625|692224|136896|290773|393827|366350|133866|792961|099581|980235|764309|593767|243396|064555|031687|942123|794557|434501|576637|896923|386953,2000.00,52,4000.00,431|176,4000.00,014|449,100000.00,763894|763896
