date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2022-10-01,6000000.00,484669,200000.00,887120|368765|954205|086250|514029,80000.00,548651|559043|054843|230257|710308|222817|758205|693280|719678|046664,40000.00,520723|794872|629353|835373|330123|039088|520325|501973|396894|547201|422145|095583|690339|444448|259216|702673|912266|357464|095055|415544|101824|421805|561919|850767|245423|140715|006636|070342|576773|377133|666127|431175|979450|614292|458811|401131|861215|471562|556952|609268|068219|884296|762625|415143|299368|726067|067206|736202|588651|049945,20000.00,388236|857020|505493|153664|433205|361739|768430|898887|465042|871422|321527|874763|863617|733902|704280|124505|283304|683420|881338|608134|315272|304219|411604|829741|375851|807466|705022|673045|239502|510920|601600|433720|625486|628336|046365|299066|284966|492482|377646|432141|536435|582013|655085|290988|490770|133877|732091|491638|083500|445334|822536|784182|784650|846431|811025|001112|744080|403991|086433|020911|932469|073396|709718|862273|972900|770883|396028|414989|659029|568587|141072|473253|692336|080695|127906|882588|552043|498161|989306|541791|769993|523153|999717|766536|924165|821250|701685|768114|452740|012413|245206|105991|802433|730560|577121|200150|097665|236756|990387|877258,2000.00,50,4000.00,206|996,4000.00,278|194,100000.00,484668|484670
