date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2023-08-16,6000000.00,471782,200000.00,204079|396636|286425|126837|033488,80000.00,291182|212259|133405|389252|166213|802997|421385|771615|971159|051908,40000.00,237073|423686|075051|605599|991290|955447|951685|690232|505916|226804|474332|896139|474287|554866|504544|472826|822637|775065|729511|318851|982879|634741|500546|761735|502147|920158|026047|819581|795120|248065|795990|573052|183899|993692|728896|475398|455552|130327|214651|087526|426596|372620|159064|997055|842116|401043|227958|231147|907885|160391,20000.00,108816|670510|940337|708162|623805|917574|103710|860151|279834|862562|154468|782642|330091|848264|886934|205063|415839|844168|781123|723893|415725|203444|927805|079364|339797|502977|506617|383157|394624|968470|637957|776846|430294|350426|237062|403813|826584|649069|303622|239217|163532|619911|955842|859543|107910|813086|040932|965805|759479|753447|131683|618596|514782|284348|069089|215011|689130|026380|779270|050319|644715|751358|526552|292872|641450|456842|635397|082196|058307|312834|562088|903456|809373|947793|623086|623743|193872|835740|892830|795256|936329|382412|686525|074242|207527|384865|818219|600908|924794|584054|589866|642227|874899|633877|508004|912235|332746|945031|353127|407206,2000.00,67,4000.00,431|739,4000.00,737|742,100000.00,471781|471783
