date,first-price,first-value,second-price,second-value,third-price,third-value,fourth-price,fourth-value,fifth-price,fifth-value,last2-price,last2-value,last3f-price,last3f-value,last3b-price,last3b-value,near1-price,near1-value
2024-01-17,6000000.00,105979,200000.00,737099|366635|384901|895860|451046,80000.00,393560|952140|603376|917144|256000|926853|462981|331010|908654|877689,40000.00,279938|979504|709231|985733|740408|570088|982583|145829|589723|198599|951812|123701|136850|647513|339746|622322|437931|438929|799973|767293|407444|164205|490771|523776|566915|378701|072938|173399|190307|688507|521485|533695|528301|482266|444350|264439|302768|102563|695472|540216|630677|459593|629599|658531|348659|855710|001849|443034|221194|775974,20000.00,379748|456707|406083|775404|274002|411270|611311|452892|504395|434154|160293|928876|340948|437043|244844|913993|872778|434879|530065|999690|908319|195006|469825|357344|870233|552810|107539|647068|715440|561075|195687|847103|853126|764829|060316|339085|826878|598601|927603|191447|595376|393639|568641|761352|978944|254223|463597|108601|014538|325784|079858|471314|759958|656085|912899|318163|870954|332490|672750|571897|160472|674409|782471|075712|482894|160195|277544|642119|143813|106271|974701|128632|733377|354916|145712|391922|987077|143041|626084|266848|415321|871312|785107|637039|079252|717769|453016|455566|242064|478465|242354|213367|403314|908990|011521|183238|968177|220113|972651|617292,2000.00,61,4000.00,429|931,4000.00,196|635,100000.00,105978|105980
