date,fifth-price,fifth-value,first-price,first-value,fourth-price,fourth-value,last2-price,last2-value,last3b-price,last3b-value,last3f-price,last3f-value,near1-price,near1-value,second-price,second-value,third-price,third-value
2014-04-16,20000.00,809033|196279|097821|926127|722492|745710|482552|860460|460221|492447|607805|121086|137204|460796|315747|866989|083648|878541|595872|725557|353043|680967|418006|864496|373532|901606|846115|073065|356106|164420|119770|711663|200926|035522|045872|365676|445044|687112|101287|682087|491436|353512|618429|431866|642043|106499|569201|010168|670559|962455|086307|900857|656744|692951|680829|518408|288893|817430|575221|397998|277849|294451|803873|094256|516255|779671|723420|899314|738245|612260|845795|380949|366293|006994|708851|126733|387532|562843|970407|207617|809056|560542|480947|882904|290757|831804|635895|544319|396874|778438|318051|704035|733727|247436|763690|867514|625805|964572|841452|466308,6000000.00,153406,40000.00,578244|243089|832870|780136|599124|440773|680747|469706|532410|606782|853010|689884|206746|573169|336996|339712|668643|839050|444856|113772|009646|010956|919239|026403|648420|434209|503395|353485|602222|583347|723369|361639|630934|617229|030994|892426|906454|131924|217260|674904|004754|695203|507832|748802|912160|793870|121713|798269|836678|900993,2000.00,26,4000.00,344|013|355|634,4000.00,,100000.00,153405|153407,200000.00,586019|130436|103387|983897|144031,80000.00,494794|190497|853225|731594|851658|527194|629029|241751|275620|063897
2014-05-02,20000.00,152223|808739|702248|695632|797940|441829|007527|636809|507238|008928|549273|516270|849953|598026|699464|220683|898916|894554|656676|274745|431545|354483|534468|014095|128464|435836|502334|043310|865356|195602|060527|539638|733506|512135|732792|887441|598089|341923|045389|174708|067064|457466|846663|787155|146650|281863|395333|847102|757310|317078|974001|275037|811301|069836|458738|413272|315696|846635|776714|446131|799701|215736|656183|544170|154714|254959|771129|234516|303355|553829|588027|987527|140860|287834|706965|500401|875404|847387|312011|400578|636083|057638|930333|189164|584832|587071|769021|010306|990609|156763|506634|512611|084325|276981|986535|158245|159636|517790|212344|199754,6000000.00,103297,40000.00,196585|790233|626266|577845|588239|949221|362198|600287|169572|246832|284519|294868|526045|794316|534355|286118|941220|178716|763828|321331|184368|152225|138961|132925|367234|647298|181468|973289|282412|512639|512080|089350|609908|580972|595025|595209|901308|344470|191458|646773|981673|045838|291030|831982|940642|978854|269974|069933|422331|200995,2000.00,52,4000.00,797|158|673|143,4000.00,,100000.00,103296|103298,200000.00,745608|233285|152896|997929|643849,80000.00,667962|063718|296872|150048|626482|231491|257592|479526|468558|890989
2014-05-16,20000.00,735857|486435|798356|379963|895111|652424|788463|497635|273093|561486|645890|501777|893591|079564|953750|780338|649104|521689|863841|104849|088868|662139|106016|602632|266924|390416|496480|937043|748813|332449|002449|589424|546577|337939|913176|268272|617445|825472|483466|823328|813310|630697|108455|567036|011510|941622|752342|352808|826736|308620|919811|275907|768821|275343|467844|782337|623352|363852|361389|356247|295926|010691|546818|021323|632601|405733|364784|510201|494640|075294|662960|536703|635460|201333|936583|397175|147546|344257|908046|190742|783458|530969|648545|503319|745922|197809|678748|119961|966076|488434|887534|002774|096580|481716|936908|532099|381425|741581|734831|746368,6000000.00,087523,40000.00,561606|167633|230087|259341|131867|530191|085847|587312|542993|489898|006825|301651|760133|997812|631808|918148|922909|613304|159073|707637|911834|355385|900166|157582|932504|883330|848838|152562|537557|932142|413466|901309|156405|805102|618543|673605|764645|864912|539810|028590|752705|135973|654838|614886|281003|230929|045766|645407|100507|353032,2000.00,20,4000.00,150|505|112|246,4000.00,,100000.00,087522|087524,200000.00,349498|095867|230599|406242|204342,80000.00,209541|563254|177694|938089|225048|799020|979747|483657|804562|209826
2014-06-01,20000.00,550816|893758|924091|415197|630825|467654|650026|252185|551821|447389|065846|091686|104372|108903|904390|255004|546151|946764|459181|228983|877078|679265|346936|878427|314235|747522|701744|804765|008828|574440|738451|820056|228764|432295|066482|308221|128520|286514|571951|860230|225025|511966|123671|632007|634204|188705|400525|221388|045866|488917|088886|068330|267746|038442|820935|449390|588265|259277|929422|637607|861285|817717|302246|718578|864125|587407|537343|761255|135218|521461|674210|409815|344827|195207|826235|308021|205276|494602|829645|730215|863854|546386|471345|880125|174736|730622|896652|533768|066854|015718|975694|312616|496194|118616|019812|294372|786083|672133|669146|367115,6000000.00,781198,40000.00,364462|487486|928944|317698|542511|413723|913521|618366|580667|796651|951485|838720|465502|683086|966991|159305|856954|374551|481147|575237|786291|560703|451517|469055|627809|450122|324726|122796|518792|649841|361739|137892|737847|234490|642432|201135|237206|332740|467720|402649|885518|371024|487880|524725|632678|238775|041200|003883|768018|087983,2000.00,18,4000.00,636|409|324|160,4000.00,,100000.00,781197|781199,200000.00,599778|871445|493803|405023|830587,80000.00,579372|677580|107060|954099|396122|199807|380561|289139|078043|665012
2014-06-16,20000.00,274331|380553|016339|261629|402096|788666|418410|234811|297447|708691|874484|359517|321941|542395|943013|933535|498385|315142|615130|398161|033402|210716|165565|073708|223107|554589|216131|541363|852114|206457|666765|165087|767594|126040|773217|291951|026440|336329|651357|662161|219069|156373|651972|250484|182062|229457|286759|271928|896337|876452|916583|073472|354524|027307|198890|568392|199323|817655|097829|336562|263054|938210|210548|452815|488075|590093|847152|957593|437105|580533|819497|685754|513862|628908|301785|290426|569536|043031|913878|893155|485236|524492|814386|795457|765845|343138|799109|274788|256319|124572|759652|673287|815869|079057|002061|574503|574606|218282|085595|477739,6000000.00,673920,40000.00,568818|838885|959219|791980|716079|310520|082658|627503|631922|730119|625207|123165|027377|175219|341638|897474|581823|089350|299792|609173|567605|426181|810754|411141|645931|741250|025656|872039|199246|492190|730139|698330|853866|562086|734914|712259|428987|542823|758123|062483|845772|281980|219289|431450|016268|769643|500278|974532|370596|510240,2000.00,95,4000.00,158|140|639|576,4000.00,,100000.00,673919|673921,200000.00,141835|891169|519417|643944|170343,80000.00,750326|963592|536875|748356|218402|425057|189337|581674|586396|946450
2014-07-01,20000.00,921884|493963|525522|402256|911339|228290|888857|243899|776379|075789|459781|852173|894687|665235|088802|032187|922508|140124|603402|378983|577815|018920|575668|613387|240131|590513|509575|320388|694055|406669|868526|783844|703174|224920|175680|114975|642722|158682|559794|148765|638880|409444|539724|906029|509048|303199|106773|332772|609932|482721|258763|014817|962469|415366|201537|651578|365441|929536|347629|102412|030591|922620|714171|396780|123233|312924|241221|357667|927026|920047|343121|541748|225124|826662|090793|778342|404098|727647|853395|056560|804127|578353|098855|141790|069468|425161|715618|528753|945453|029770|606927|865831|045266|412175|133272|455875|012746|812588|029321|985322,6000000.00,378477,40000.00,454996|262279|085941|646218|245562|371904|722857|331414|032693|681075|077076|741829|427351|709853|512743|775870|995850|960111|446983|566710|792834|512239|637981|992321|436516|236554|010783|532961|309973|766706|242419|844821|170174|321483|446451|421734|470734|023787|007224|703065|334883|396625|596475|451270|373185|510494|604942|864116|742164|295558,2000.00,39,4000.00,441|123|864|271,4000.00,,100000.00,378476|378478,200000.00,868236|663814|271428|342723|997074,80000.00,849971|821510|209153|560174|834450|616079|420390|658264|134429|841499
2014-07-16,20000.00,936327|228274|341428|195462|647474|829396|430757|998670|491949|727803|285960|448459|081939|108418|747735|882633|528153|914594|757300|874069|371621|746370|650902|377325|547191|407562|090265|191270|866543|288932|935818|996829|895947|313386|920992|854803|044963|713277|418312|548722|735439|285751|483712|125653|362997|926530|008118|325231|379252|461661|492572|814755|940873|187215|206170|288369|102570|959185|078044|656487|629747|604123|531593|317835|232060|037670|919088|428503|877033|434773|942319|209049|454416|485973|992391|176196|824340|362687|029482|434722|361660|828754|640342|823505|065021|427046|039596|389338|945493|605450|934479|415801|122670|124657|606140|530594|161745|206544|271764|819036,6000000.00,468728,40000.00,955990|141781|792176|638711|196418|343217|291404|638659|524465|862467|753514|177561|848302|672990|983082|300223|268291|694170|031970|626640|672237|405411|103627|861149|113608|711247|260936|289993|092395|543829|688273|560730|384315|103341|459194|108505|457280|379784|528632|545261|499612|242912|489894|869341|942606|662988|711204|542873|764624|256269,2000.00,45,4000.00,104|944|117|205,4000.00,,100000.00,468727|468729,200000.00,120512|752268|525891|993569|654093,80000.00,775828|909930|763792|010717|090796|838119|196057|956197|127917|169844
2014-08-01,20000.00,329371|935104|528982|596199|081236|608492|935516|961914|117227|498335|502358|206170|961743|096497|651389|053488|973945|890192|462112|913059|373514|108018|513925|370289|803859|985280|341572|949703|856979|079801|580771|239627|129770|793203|628569|754209|334162|970721|638151|991262|942144|545087|837684|153415|677789|206067|696422|897098|410437|481153|884519|378982|174215|000151|941730|590672|827859|906244|028222|766766|308788|412770|794081|699890|417434|168715|873513|756037|883638|676095|709004|463648|125399|468818|522925|270245|530288|268445|521361|231794|633731|365574|517308|759183|251968|019981|856732|054127|812513|303759|534079|048832|470345|073144|537136|626199|815945|265556|731721|783605,6000000.00,766391,40000.00,071524|196932|006794|627705|489142|401938|922736|927854|852619|865376|016189|818265|920483|881750|380115|589760|555906|975866|981338|274019|130009|886218|533845|639255|766694|077833|293660|399386|155835|411587|244071|606975|921781|795668|611521|886291|969328|150092|795198|361546|565611|835549|916763|550336|795298|034207|351434|247726|762377|200887,2000.00,82,4000.00,637|576|349|623,4000.00,,100000.00,766390|766392,200000.00,020982|944117|206276|667289|268103,80000.00,401403|819724|980458|856296|912571|987926|559818|236374|718780|470025
2014-08-16,20000.00,863117|414505|643340|151804|788387|813367|199186|911172|192677|289776|725489|971198|138136|416562|500666|099398|494537|205198|399652|451141|145750|004452|882727|544758|370098|830625|910168|666593|581841|906605|876866|784364|343249|924834|919107|790118|675399|485354|417280|600820|953602|489178|700459|269662|638907|086916|884835|673057|397228|051708|161607|567684|759086|798778|650538|959153|430476|531097|042960|121382|511149|103396|481576|105868|250684|129763|606228|848477|842798|477382|955130|616877|076851|538527|686414|443875|909207|660904|891561|282183|435102|530794|998182|621454|227778|824969|148788|498152|685311|819441|854098|056703|254893|194909|995198|919447|926863|331670|361323|098831,6000000.00,662842,40000.00,898007|538030|135908|484577|932484|599906|527122|357274|520911|151095|393046|561542|744461|956328|375024|836224|747592|949268|462261|800125|256840|572079|410699|521456|011033|732003|956780|670074|811527|859546|907436|970286|242520|041617|926248|158159|682462|445433|016559|287892|034164|803811|159209|889636|530052|164700|494410|083503|973565|796472,2000.00,91,4000.00,639|912|187|633,4000.00,,100000.00,662841|662843,200000.00,222402|317839|879563|918905|678678,80000.00,685076|784839|701763|126666|537167|056323|282197|567280|050275|123839
2014-09-01,20000.00,967293|972890|510843|794279|562558|293745|876991|688832|595552|026501|299870|978695|282254|763818|555623|123529|481873|237788|914753|558154|951258|877431|960398|699977|327906|850996|979283|330065|984278|512562|180593|515092|771653|096948|910520|168032|371821|398546|915774|493385|632866|783738|412953|242467|097154|069248|224470|680702|344069|459146|818700|616334|234077|485569|823482|684343|133836|310931|264838|046108|307592|447220|097026|860573|750799|167536|639071|882480|078135|799848|206979|526420|311621|853919|408630|946886|577567|581788|274400|657938|866313|266732|733034|628777|387554|645519|850874|514863|306313|289417|129749|062417|310615|464855|113670|456275|657762|404025|001437|472775,6000000.00,856763,40000.00,876276|623571|151624|823423|932531|694065|210773|307815|430101|278214|451580|522322|631759|561465|498895|212527|149623|032786|450968|871744|741133|812561|154902|349381|018033|644399|088554|562748|377469|779585|233575|086368|206553|700012|103741|895921|715921|845442|040527|149286|030067|998338|324640|396186|486047|418378|976434|023018|463502|466200,2000.00,22,4000.00,308|912|477|490,4000.00,,100000.00,856762|856764,200000.00,185941|706459|739526|980798|589750,80000.00,202792|130608|049776|814585|914865|448757|869760|116517|567666|329145
2014-09-16,20000.00,265008|732582|596362|277428|410140|193793|256183|186822|854705|784318|685968|422147|922212|792020|414092|341270|783886|882554|412407|210491|706555|996852|193386|294394|780944|792416|107930|681014|036994|372329|803180|666422|798453|166394|694355|669176|947731|945923|379612|721959|303999|557620|015710|058945|167174|295383|295302|914070|304460|590450|620312|804232|785930|682353|760666|039165|980007|643098|473287|957469|812141|935294|127497|659446|422176|648931|735088|110128|723651|610741|732299|586979|618041|624557|678352|096483|441966|660165|553913|083372|110945|834464|908965|904716|571382|516449|526623|260649|959809|767901|195278|714219|483364|352078|396140|617361|452188|236075|831189|886319,6000000.00,772269,40000.00,057996|363925|831612|770062|512174|097497|854889|334622|720426|234808|827274|222857|943411|066141|545229|233754|087956|372205|664663|345725|927966|870677|620058|562070|140815|066447|798511|668946|367490|816234|997328|206551|546806|532188|975270|170598|757022|743010|124272|195082|944964|076042|504329|760306|292323|707198|781597|542977|735055|758943,2000.00,35,4000.00,112|342|257|790,4000.00,,100000.00,772268|772270,200000.00,427895|649141|390353|641026|917455,80000.00,530712|080936|036655|310197|643543|548454|318896|548627|907771|000626
2014-10-01,20000.00,874175|808697|277954|211024|665661|626981|295359|661471|198334|131830|002617|039902|648513|536665|694489|685480|870034|719376|503170|696275|113939|923255|625597|602935|779339|661441|269474|260867|609603|812318|432795|163316|152115|729204|050845|664420|484375|193735|865526|602038|684456|989736|324274|383137|929508|887122|976501|721681|667403|811563|748981|551771|867555|959073|153641|190068|411855|830214|789214|739427|812183|674855|385947|544875|271820|165730|406267|208280|976524|661692|009654|672826|945600|509434|142354|601407|778845|551552|393118|333052|357830|057619|738809|421774|422561|322043|112603|790876|364805|007361|730734|256250|161509|010461|860381|004252|450640|422729|239735|977182,6000000.00,375615,40000.00,162630|412955|613014|010183|080754|297764|893050|405990|465085|827181|849617|026027|087209|139862|842042|898537|692485|070478|613343|988259|733033|419360|435069|618488|473162|472981|543429|154029|909397|589658|452376|007462|231891|397386|290155|779152|434431|051214|515669|341695|277636|646923|608896|526682|792923|439961|707264|201921|421934|904587,2000.00,44,4000.00,251|086|159|520,4000.00,,100000.00,375614|375616,200000.00,782437|726980|251639|885899|438907,80000.00,551569|279415|623337|351053|751679|147464|792023|413384|062320|830528
2014-10-16,20000.00,199101|080772|497305|514564|316816|428460|163090|892241|613128|212814|324986|741200|132542|083295|013541|276925|617992|546733|878321|695250|398785|058308|208484|772560|538902|616625|652926|854192|816009|150344|644024|176132|067617|370067|828316|194319|451779|858397|975909|062954|262902|491708|109456|825371|390666|636422|658981|714786|549918|885415|135664|757444|922053|948713|054955|339913|485122|375872|458064|313556|229503|873748|733487|610347|378471|616404|298554|692221|178546|795452|996864|916966|148924|785807|459924|760272|848339|756938|934405|317333|568263|114185|247058|775307|510058|337167|258818|268492|367648|215709|960120|307739|287684|853159|953196|897304|515928|640494|570871|949661,6000000.00,656409,40000.00,862507|771136|239185|503058|491439|525740|779057|895245|849995|718179|074043|713660|210055|533861|644759|177206|184200|983354|130303|437862|585146|943072|930233|680218|283718|618344|777971|757632|507891|957452|952468|480454|398195|777592|084715|461738|051106|634169|115404|547043|415565|888371|788465|511663|901329|533518|978171|413728|390398|319341,2000.00,94,4000.00,647|910|848|784,4000.00,,100000.00,656408|656410,200000.00,390493|181752|070861|691404|724660,80000.00,903889|349018|503961|415350|736403|987543|393451|537883|125537|752585
2014-11-01,20000.00,281210|895644|591422|616212|560418|627656|281963|612252|028896|523375|165365|811346|947047|069468|348155|404089|024850|346727|106766|599932|657304|418430|200732|987850|817841|402896|048481|390504|508103|096127|868132|679093|565432|285425|010850|417879|135824|043836|838692|412333|625645|938762|579805|918536|456380|616751|386985|274440|265364|343436|084649|211603|452404|608782|703438|807086|111482|595123|631067|253616|525103|202326|421965|064422|519223|853355|251994|914109|277694|574560|667837|948942|584023|245588|244851|777013|296917|466289|846022|518244|793572|751136|389909|372338|579981|797210|057138|233997|302802|892380|694090|069430|831265|430728|041460|318087|225076|408479|616615|510334,6000000.00,206608,40000.00,678893|205888|453639|774291|941614|061181|834145|253417|396319|567834|849296|381522|786822|070936|364742|727796|949162|562241|533163|249498|385509|705857|395030|573513|309521|134793|334677|771016|744381|366388|651358|944068|597595|684302|788628|432789|611977|154970|855638|885430|749851|269526|732885|810430|146647|147999|569283|709895|429382|515785,2000.00,44,4000.00,607|203|855|979,4000.00,,100000.00,206607|206609,200000.00,514847|783409|189478|793465|628367,80000.00,478206|780211|097787|750209|413327|621303|061128|031919|914656|687455
2014-11-16,20000.00,261586|424400|543922|627046|026284|363604|619278|692903|034375|288205|368830|643202|575014|338739|730459|611292|861860|739514|035517|456964|519429|831124|404451|287093|432899|949036|937988|455204|249878|970546|724015|170518|451700|608290|810980|806399|376860|850426|933145|810527|078913|491042|461753|292107|691472|582207|259476|147503|225741|021196|694047|371057|092760|177896|255070|985307|571236|380618|312404|594641|221146|543539|713395|650605|024396|550357|595028|911860|751849|657945|681418|229635|916990|756906|375923|738234|479241|814725|968314|586956|613299|437305|285104|185027|968840|196672|641922|964252|415695|931997|392742|063793|391450|564309|544333|268474|624345|044334|819801|151356,6000000.00,479804,40000.00,751532|312910|479983|157702|088732|060974|434294|803782|140615|496653|933697|129393|601403|153457|904348|826432|231383|069168|301588|011724|504832|483754|413155|494959|405692|271289|000014|199203|185672|897541|075159|340131|916131|850341|096077|575340|216080|983321|189324|816616|832410|166370|957569|130303|781404|656417|568112|305525|086789|705520,2000.00,25,4000.00,179|709|422|480,4000.00,,100000.00,479803|479805,200000.00,001831|150252|367863|773636|134473,80000.00,963959|098738|055963|503755|333790|795812|723387|201425|027762|692585
2014-12-01,20000.00,437199|870552|928697|528576|878482|689938|235937|481636|428768|886095|058070|182127|472523|555385|886989|425412|765175|918153|268758|018726|441081|289564|822853|180931|494360|363461|843165|766184|446668|897246|903084|497532|790836|852384|215919|636961|381913|912833|655253|682449|009768|857042|777008|200263|579153|659203|052254|126000|446588|800328|823918|876623|673159|302437|360181|553519|930436|058477|330102|061657|422174|708886|174540|861256|397600|789062|712680|143635|787186|572758|697024|209878|082425|293225|692123|645460|466468|917656|887655|879479|425505|468571|846042|453488|782991|258959|624344|970358|266378|487648|290236|273063|440358|751085|567255|950423|985881|608007|170684|231689,6000000.00,480449,40000.00,582382|209403|727659|899410|397103|604896|399678|210166|521648|858078|663022|001542|686230|962499|004738|120216|172642|558809|404031|206903|504825|679788|888041|259625|931559|910006|818973|647485|940813|040462|046363|399493|447102|597354|072872|548482|245166|407022|713955|914482|190325|881579|033945|359161|152001|932712|036790|145768|230196|838150,2000.00,11,4000.00,820|380|580|161,4000.00,,100000.00,480448|480450,200000.00,523153|562855|372639|052015|267636,80000.00,261716|162006|894517|357940|627619|667632|560226|846065|167990|328728
2014-12-16,20000.00,793239|995955|911161|178606|906529|028921|679251|602618|361809|930042|642165|114289|557231|196370|883125|649986|674847|115436|317823|957359|247319|368081|747946|256228|118742|617168|444504|780354|534788|585444|782511|549340|665182|138347|343326|597707|792091|506090|851662|184408|104286|151387|711920|427409|519496|972327|329329|595225|829066|755569|601672|478160|584756|691158|511724|505454|608187|481019|448875|651878|962130|442264|630997|801488|489427|623201|019909|679288|816658|581522|726747|534040|246592|819435|759253|875923|466985|124182|064512|603440|879075|951569|272540|933295|806194|639461|069888|127529|471345|116561|061327|297975|499733|871658|960263|369666|779747|039363|552554|878509,6000000.00,948354,40000.00,610262|788957|320371|749725|116405|203885|809153|197040|944086|617683|030048|952126|956282|282377|153990|640198|427948|437264|483311|079263|757761|529268|210762|639871|277420|653787|440509|729258|167508|902875|346425|528547|737760|466279|346059|559389|130783|048326|167899|720899|687239|302828|135931|709073|323797|382732|400932|989204|960623|841184,2000.00,90,4000.00,901|080|775|763,4000.00,,100000.00,948353|948355,200000.00,769143|305155|469497|390096|215527,80000.00,751542|061228|918536|823715|926158|684344|390110|307098|906533|516904
2014-12-30,20000.00,290725|068584|364594|344781|956878|568431|739196|287963|406697|278391|431301|581558|346360|653294|917378|960177|166952|608451|911426|666135|614347|150710|096788|158475|499132|035286|067240|017944|879372|393673|274909|994746|116117|893407|226057|155596|221047|911343|659251|725821|146552|872963|041826|541465|149212|477584|169955|383983|604455|840983|110062|702628|169505|004245|210564|521156|713283|418916|899747|507069|517976|213260|335666|946913|910658|377822|360608|054382|514431|169986|298709|306955|354710|925173|186424|472359|233206|323965|830735|915075|371470|078452|901867|285822|117371|125060|781754|563476|334297|849141|692781|395119|141805|041044|761594|073224|050732|071163|086722|301930,6000000.00,461704,40000.00,257541|184525|268712|760367|896413|032473|854339|201259|428145|196837|805202|900257|839966|421036|578991|386046|979527|827064|583133|856343|175765|976555|665678|936280|324361|439727|780871|908465|771786|958465|399177|093200|757518|916202|795850|178722|938587|137045|262561|644245|957923|735551|394776|321492|972836|046253|333257|589780|611373|526313,2000.00,57,4000.00,853|982|535|950,4000.00,,100000.00,461703|461705,200000.00,646240|232840|464050|173698|682065,80000.00,010503|789881|565372|326244|798504|192551|358615|400532|601796|795974
2015-01-16,20000.00,046679|366117|231665|718933|522282|053446|687337|493642|439296|434722|625368|736294|772933|668771|527745|033001|881207|060017|203157|462190|459059|719234|039051|482633|299441|920870|413372|018487|186003|282104|105653|788451|802514|682396|778030|624804|906053|325843|131326|435486|542355|309910|093312|347669|265202|984557|014857|247207|215608|216981|341560|146066|607553|370868|714997|873110|690726|737565|191281|152787|560188|571536|993251|765168|873981|070705|418503|201836|746698|131784|373898|720658|570529|217897|759781|005531|251622|093740|460743|047874|277463|760458|074164|786036|166317|201321|700531|896548|685604|681469|848962|596298|072421|530333|551676|164942|165931|676240|639690|446350,6000000.00,244351,40000.00,604947|264492|494362|198609|744972|363502|434662|590845|615287|267706|307345|368945|722642|656642|978351|954083|689626|155737|698557|024394|133408|181783|941020|167250|863919|754629|953553|490401|736509|406432|202134|866712|048244|247564|812792|570047|621036|817082|825394|600928|855472|286787|262302|042860|421989|205279|339975|185114|936585|049184,2000.00,74,4000.00,877|398|068|595,4000.00,,100000.00,244350|244352,200000.00,140088|428499|105716|560726|367023,80000.00,732913|311573|721787|958110|226773|836807|319047|197025|638054|578700
2015-02-01,20000.00,524783|289083|625181|120023|197748|238441|920040|917098|702501|486561|236469|460498|440012|070723|190879|399809|978184|122398|885778|206468|766593|949489|023357|967829|922148|021388|017418|380346|631275|490817|866567|948847|458388|365326|208041|961261|870630|922558|344028|088015|336563|534066|576136|723666|662646|899057|705150|667733|340408|847711|988136|636598|888685|071275|948028|032851|269205|271033|493954|492782|656013|703114|499159|340918|397550|419621|635918|712184|399686|351482|697651|598104|413985|693636|297742|752979|190777|454822|189214|253209|707800|079026|342476|867854|253243|636876|246463|274378|172270|541126|444436|016702|425595|756614|243867|004313|513631|010671|293423|350402,6000000.00,155537,40000.00,683550|075244|924031|190244|102040|050355|023775|620313|411932|032740|800808|812291|917373|114592|751289|934231|122515|590117|838249|183615|517387|920634|830410|521643|328513|806008|629098|835717|178508|312400|353288|180650|282394|843337|513418|724385|526125|345248|662028|196560|277102|088119|851047|814491|284518|134910|744626|747454|175720|944085,2000.00,79,4000.00,083|286|813|008,4000.00,,100000.00,155536|155538,200000.00,275175|029158|973598|390416|349398,80000.00,702469|166630|223822|526312|456144|287595|721265|389944|935825|861653
2015-02-16,20000.00,919792|342803|634866|643401|846959|374699|060859|144302|571463|861230|172283|706233|065982|648789|271325|507791|134621|115485|355575|214375|217807|544878|342334|521523|340081|774540|782366|120655|205360|973709|483666|157769|647091|963730|810692|385353|850745|584643|967566|346219|466141|024151|038761|926864|965222|672030|005593|213058|863943|417269|491946|822095|702768|668025|487933|049437|840770|563305|434965|148415|140509|478677|787678|561011|631769|232028|011965|604147|682005|010934|742710|327007|140213|425406|966122|395119|855963|704822|081542|677649|870480|447843|507289|220922|085942|337520|389286|222489|889605|085495|093130|619258|868807|918564|857132|952065|559031|476922|962183|938375,6000000.00,001864,40000.00,726417|717573|740726|907267|148485|412364|587529|010695|556623|533367|723083|212785|284492|472578|128578|672448|058433|220552|563938|396020|552203|895819|672800|543200|153384|871427|314207|040121|827125|699611|285858|235843|517629|897566|695149|598641|880409|287406|519956|369146|336463|930063|572995|717481|189002|642164|828181|130667|646967|325487,2000.00,90,4000.00,843|103|825|392,4000.00,,100000.00,001863|001865,200000.00,846785|922634|373123|004811|339936,80000.00,225154|809309|988458|306513|469207|015454|401841|961736|692125|622383
2015-03-01,20000.00,121370|681210|711598|531772|757886|562196|138275|053306|351536|732632|080905|801238|146254|746152|021676|866315|862231|246868|030814|530759|454694|930832|923532|351830|330645|218337|777162|054997|561920|441370|654727|478087|049737|148691|760687|105937|119474|677349|043006|572318|294884|728330|692092|841492|782044|161666|365232|505837|042305|239388|462833|959239|663115|888026|352590|794355|666912|892760|325061|761734|714300|792912|171786|264470|361604|707677|693329|566908|225107|941324|949295|420690|030041|447374|630293|029808|732745|662929|685287|140302|927126|540087|909499|223357|538869|290937|075645|538354|180855|909534|570945|276941|041206|726237|869881|760184|759365|863892|369762|647009,6000000.00,240237,40000.00,989189|292530|280414|545973|503274|881248|927031|554648|281611|293350|463813|442409|724281|410334|405312|227620|385295|308671|388488|870765|537525|345444|660327|172875|241114|016950|822997|388971|893267|895969|906331|131414|960302|777708|925696|956210|377824|633047|563479|666143|019495|077229|821752|686321|464338|793467|659646|615241|209118|041614,2000.00,34,4000.00,498|031|857|008,4000.00,,100000.00,240236|240238,200000.00,958936|368353|291528|324333|802737,80000.00,204447|032598|855942|108880|427689|431950|746924|575962|071014|145009
2015-03-16,20000.00,635163|761784|582946|219636|496993|430674|046545|759294|023335|175297|616005|444845|171320|161045|896152|013320|298948|027917|660608|812194|543866|240469|800886|461446|354661|232086|622104|423864|135919|726298|344120|870759|063451|265549|213769|077902|029295|020356|335554|127495|939514|018420|180728|488549|790075|794024|605804|556468|374628|559926|500973|946253|532951|871619|018535|493459|613414|626655|424777|416833|706281|278833|231283|603318|858447|564374|470948|382378|230694|105880|581992|851886|414153|740596|457434|020162|650300|600196|732524|964523|055721|066535|043262|622499|951102|472145|327798|101346|679055|801266|041815|209034|554277|154320|334224|219940|443284|399643|187931|252667,6000000.00,048151,40000.00,443591|759879|887360|427865|927967|439132|925142|565447|681316|728347|628159|246886|564753|453158|931127|830751|067982|137182|264315|057469|822488|393221|048996|717534|699640|549818|373283|388919|839957|176151|167993|037258|388337|522566|904744|339631|241655|631039|935766|647060|077084|364989|065326|542600|821305|160528|300551|749898|753893|416593,2000.00,92,4000.00,623|622|757|339,4000.00,,100000.00,048150|048152,200000.00,331991|266527|478311|000369|899699,80000.00,824800|883308|944556|772370|567240|208689|629122|896662|349830|897377
2015-04-01,20000.00,463767|569140|925547|357273|240987|467799|508375|538623|372058|012121|228857|437269|309995|770888|757476|767680|139282|433859|393410|216153|172476|536795|872335|750251|410224|261914|172272|537280|836942|998181|946036|904204|224172|663129|378882|510680|183373|448927|770533|115754|924972|401302|765268|895437|431899|121846|600683|214581|201580|641655|216674|979099|381007|176509|045488|735016|451286|528323|336138|577572|600896|098464|274519|482337|356128|462294|552208|882274|217432|857724|629136|430684|439451|913137|852647|930505|152301|185571|938260|833374|041806|125601|129143|033475|369460|318122|094793|685682|654017|426657|411842|125199|906862|411533|410332|609180|875367|970895|839618|441812,6000000.00,605704,40000.00,980218|861227|876526|815217|051037|861426|303281|543487|676441|120606|370678|707628|430527|358599|513091|563162|960591|908561|659439|666449|754270|533897|961929|535079|708523|241255|900169|482630|728655|020830|217903|227821|872424|585207|693238|756069|250032|300144|953870|574460|153195|104237|189553|705185|290351|234080|896763|686985|567045|943203,2000.00,70,4000.00,558|962|557|861,4000.00,,100000.00,605703|605705,200000.00,060886|768911|190823|762036|960814,80000.00,011446|937313|261473|746483|586544|156158|624000|343539|022912|171166
