date,fifth-price,fifth-value,first-price,first-value,fourth-price,fourth-value,last2-price,last2-value,last3b-price,last3b-value,last3f-price,last3f-value,near1-price,near1-value,second-price,second-value,third-price,third-value
2019-04-16,20000.00,591274|841989|783300|645991|092161|908132|744506|775866|945253|105635|158800|053912|113771|989436|785794|944885|193674|826279|899645|982308|146147|306188|983737|939044|316026|164077|974976|515388|042882|463406|499130|291836|390312|656988|796980|300050|148038|891063|130557|526329|422438|420375|479625|432990|863296|831934|205635|343082|978882|429023|252509|321148|169570|725575|022862|716479|497394|846370|407894|201236|555348|605526|020145|424770|889723|541235|125434|625749|425047|834551|947615|151090|934013|299172|747273|634144|784946|728890|832838|564935|688440|753727|687573|643612|231011|032468|365411|807003|664878|380105|252153|996459|160017|068991|424092|993224|428173|057756|313651|843339,6000000.00,570331,40000.00,084624|568384|178504|725228|535478|123010|223862|481383|776505|780587|806070|665596|639534|127789|237516|915023|992480|802136|642568|804162|673921|666644|440158|263469|861567|733241|540192|622698|374270|276288|216582|385850|161306|446211|663636|806336|944627|258216|606301|936372|240533|118408|555229|048603|339172|631676|917829|268514|694176|717799,2000.00,23,4000.00,966|968,4000.00,930|512,100000.00,570330|570332,200000.00,779270|573191|310772|629457|577692,80000.00,158947|290952|089337|576388|003676|397769|179488|876211|284672|393268
2019-05-02,20000.00,719195|514010|476503|420067|225753|827035|151367|202119|680210|773375|246365|453946|461044|525003|696405|778103|459581|049057|152971|008735|176811|439957|954384|495048|295159|336664|308949|374597|854954|325494|877225|824038|525738|582789|974809|072451|419526|334225|607474|583211|744167|188287|802507|608338|170848|010769|334412|844211|800993|180510|036331|443137|455012|229961|456681|148923|324322|470225|420768|283144|613982|607324|199283|293417|085858|466914|293256|904519|287668|967932|632599|527656|307487|345610|822550|322493|851582|595775|187297|776909|165459|377179|529330|726869|263173|847859|680175|109602|556377|713519|587050|256478|524629|174776|872225|781129|395743|378339|236085|547878,6000000.00,061324,40000.00,461721|575937|836038|307799|182587|677693|852726|002573|024744|832700|305866|076422|226313|449832|116751|835731|685296|519089|018238|073231|129473|012374|169609|719278|171923|395329|064327|091443|644456|962009|347861|269667|122388|190459|049779|217704|405536|097966|468758|390897|628648|124263|978113|335481|943945|686259|572910|673398|107024|696183,2000.00,25,4000.00,699|374,4000.00,043|476,100000.00,061323|061325,200000.00,875090|618474|275266|546364|731648,80000.00,219180|078151|597096|308191|417523|281336|620716|448369|067098|409474
2019-05-16,20000.00,095594|786837|053203|995234|788150|570822|517302|453088|511535|180569|256492|336897|275465|422640|939467|595879|208605|071903|919090|147139|661066|024959|210237|985066|866478|886003|720253|155527|115346|111844|005654|555405|225752|335705|969322|531423|828697|838769|718892|250372|783998|069985|293453|238310|105914|314048|705496|763472|860652|112476|804591|375494|755806|298217|442598|727422|499901|725448|008752|943472|373621|161648|015957|598389|317965|506839|876825|427709|042022|597511|475777|763154|045641|512765|174973|456318|122442|231114|796642|575071|988481|558207|025415|856296|324675|668551|489333|835888|219962|929419|961363|846681|097453|877243|735685|542460|793867|467978|732236|867262,6000000.00,962526,40000.00,720792|968953|506902|561123|965885|389618|407389|696619|480390|613741|620769|635466|409477|855892|248621|534019|334394|745637|654132|945930|121327|325302|935281|077449|133204|781431|234589|128454|328471|206950|350318|856991|250364|721496|716686|626273|156816|424886|486553|784002|453220|035759|369561|776057|156378|203226|356983|373509|034050|937941,2000.00,71,4000.00,828|018,4000.00,949|669,100000.00,962525|962527,200000.00,848549|288844|912485|112913|329695,80000.00,556729|274126|086257|079770|218443|757712|907699|717905|909220|992300
2019-06-01,20000.00,757639|603201|294269|481913|505203|377422|154653|697499|316260|462692|083622|715885|492414|877313|325757|634184|562582|588234|020249|690950|647857|081422|926274|357088|010094|335773|748108|183355|700389|419769|332513|024134|505965|618288|854146|995009|254393|345450|457849|266616|060763|907216|880029|757481|973603|649149|017530|965495|537907|225200|399253|824783|492226|868099|553637|371012|655345|773525|520417|450868|989459|068412|524199|935182|990507|536947|240294|907466|730200|943306|158131|045430|627479|149988|138515|339016|296178|561976|314348|761763|140873|427625|504382|267620|445220|774436|484276|064260|097949|592124|555874|034790|235572|275256|968520|092921|923594|482248|793297|792533,6000000.00,516461,40000.00,418580|337005|174381|244768|074788|625986|485723|250134|260009|956662|433237|787840|075819|964165|973717|238075|317401|245303|217943|217712|048080|926303|901585|572626|702614|388538|777491|555173|912233|066028|094575|853643|933873|220804|681751|759034|313887|838948|314180|314943|107087|302720|308577|835246|205771|561517|610333|492781|482054|186800,2000.00,46,4000.00,560|215,4000.00,589|713,100000.00,516460|516462,200000.00,779015|691121|579938|313653|045167,80000.00,023764|239271|404858|204495|705286|447071|684872|052007|206237|528138
2019-06-16,20000.00,091097|433072|731693|433455|888557|837078|844171|782820|868629|763274|218740|434855|733687|568929|091859|032458|103483|863739|849534|713720|407013|735280|601020|635983|683383|268508|165083|090101|956850|694571|547757|616803|565358|884666|151934|486217|697725|789773|509632|376474|339836|246032|579806|971987|392283|198752|752267|487807|034349|366141|072359|147220|814416|534804|994970|722644|457781|646885|875823|611883|858986|563645|133440|039829|391523|600547|933989|828660|031062|180128|372758|122003|367582|478465|357724|493578|834580|392270|684834|590159|889803|545452|731187|901355|644830|430999|375387|420982|694225|431464|639503|466539|785455|267098|304641|764914|183685|296428|703010|809997,6000000.00,174055,40000.00,153350|494186|940042|960992|421356|756626|755199|921552|398076|640923|154081|446475|601620|339011|880729|666647|781527|306923|994895|228455|295720|822552|152538|115251|692750|456557|730697|076779|300635|527489|153682|908942|197479|391948|065665|509304|651870|941212|378105|148965|000535|954939|999677|244071|776913|337366|195527|815347|239653|594997,2000.00,29,4000.00,800|127,4000.00,884|625,100000.00,174054|174056,200000.00,470569|255633|689035|148954|378246,80000.00,350687|414799|280553|246499|601185|271290|640268|594400|150436|512414
2019-07-01,20000.00,669051|240537|147998|985042|340338|376844|426314|280053|086111|954837|814279|510860|164709|438330|106481|360609|620090|671709|910049|210270|196528|599648|186776|827945|129096|948728|945272|704896|213025|495634|793883|659838|642502|177338|878909|638804|556502|951088|486128|490152|339987|363904|137375|379667|500542|188476|406428|497935|645654|022410|915669|725591|857189|546838|988819|633702|934695|117685|924392|257453|219677|391014|364530|485702|597363|408587|745758|425188|323031|873618|160630|119723|317714|321352|431030|950436|344772|431296|615282|475435|708140|932294|750457|609770|772590|571746|881397|597455|755659|614757|521521|193235|541837|231091|673257|519560|866173|292002|574391|683912,6000000.00,943647,40000.00,632287|463730|070039|350841|738893|725684|750534|053176|102978|878382|081961|785491|389068|933742|658569|914939|436469|562322|557974|153507|155747|489746|108204|440109|256551|766346|836246|953080|757124|752400|652375|936664|261668|557122|612859|331159|614613|487812|391952|938896|228190|908243|117265|621264|588960|327955|228339|381944|389936|447493,2000.00,86,4000.00,375|006,4000.00,864|239,100000.00,943646|943648,200000.00,565390|253669|810086|106229|185424,80000.00,869733|362759|148338|659123|749865|669011|799328|227382|202532|733242
2019-07-15,20000.00,003980|809467|292099|016669|247672|154818|814969|244715|360164|856128|658142|146533|663199|529774|140410|428184|297849|823843|266819|515956|109524|700547|598143|024926|050843|294597|939592|839485|128363|201204|418232|789886|770833|450816|466565|071409|888043|200620|475271|006275|741504|076352|696870|369174|842578|499525|617471|196628|933836|843411|544655|004699|270166|366948|285490|758029|499073|573113|320948|581429|632626|380495|976605|900972|778574|295255|144635|641584|789002|941893|259834|641041|807341|964926|153655|850595|266959|518365|498444|922883|167813|486625|490416|025381|729962|726431|342439|227315|257437|162883|290275|969114|809152|804896|415778|477620|443635|176826|210979|400567,6000000.00,369765,40000.00,971735|326350|726021|218644|652187|648610|841222|954234|275364|779074|382473|867523|726589|141374|782882|750904|812785|219578|124905|243826|553160|423187|995364|457802|250790|877124|678517|928831|725915|726576|843259|260864|735232|555787|689867|792625|353897|313427|827477|776586|687375|095246|284464|025265|010895|835825|889012|713695|377402|103937,2000.00,88,4000.00,556|113,4000.00,901|355,100000.00,369764|369766,200000.00,122977|276318|529495|305888|126152,80000.00,200512|101821|914661|550263|732093|538717|152598|070287|383011|231348
2019-08-01,20000.00,733917|612465|436844|932057|237909|244746|380696|678256|899391|567021|990022|701947|513799|230995|527614|174485|861700|000874|025485|565076|753986|694664|550575|736338|354809|861356|473100|279753|884903|429565|525327|605697|913725|474324|136573|488736|543527|900920|688831|857662|822510|272205|930988|776434|297036|481952|304514|322139|920388|940696|275051|866026|000648|518496|421047|446034|856395|791661|274108|084925|548496|082847|723397|362451|021187|258407|526299|237993|303110|594564|372915|416564|768421|972301|869395|716930|953259|354809|303294|185267|037260|612883|125761|807009|540813|706098|724698|796095|823053|409658|042644|263755|347495|555481|400929|701337|330499|422661|828934|097958,6000000.00,387006,40000.00,539931|922185|197616|834640|360038|161071|055568|710344|515719|308327|757633|526700|131039|531380|803175|653441|904475|124542|582391|832330|785518|800901|479249|626672|030325|201247|324061|930303|204199|565235|587584|097091|279251|845639|765986|129700|077710|476207|079345|530959|397385|446776|414259|845733|962222|137934|463803|040864|891549|921340,2000.00,58,4000.00,795|562,4000.00,983|135,100000.00,387005|387007,200000.00,290368|413789|107841|638591|069992,80000.00,232693|332589|084208|878228|979689|762698|127888|364946|078423|862894
2019-08-16,20000.00,702710|380522|017818|663285|472081|060014|256740|793105|781314|257228|007289|465208|741441|273728|296710|059557|291948|793554|876431|266298|069279|839187|816007|515025|281637|721369|928888|417029|607843|002042|323537|778396|877358|070966|530319|131838|156350|699840|455796|458155|751359|460105|944586|625752|946721|316681|011092|113311|260089|608209|940685|578773|511639|527621|806530|744661|874534|769243|769579|482102|690838|577898|716028|034994|962360|747375|948643|759183|187697|901727|457000|312880|151489|374835|213166|776072|685511|184892|376160|380831|954094|455647|560182|166170|276090|646616|862859|489684|254389|436190|388436|830060|878506|931065|023725|230468|261345|904896|401924|400273,6000000.00,775476,40000.00,240533|120392|657929|897151|561554|397295|890480|825945|724456|519409|828558|866336|806914|875287|256817|585312|804113|644213|834073|411140|191791|040475|948332|481865|088551|015988|572098|414618|296153|211474|695168|032846|061897|587091|840996|388914|262597|842568|675874|435683|045088|001074|507898|355646|491578|080768|622746|625203|249743|764758,2000.00,89,4000.00,563|580,4000.00,149|912,100000.00,775475|775477,200000.00,842798|998783|622637|832339|612953,80000.00,573781|075264|932528|369605|578345|381862|448926|612143|565307|776700
2019-09-01,20000.00,695911|044057|750035|059910|436834|805743|757921|710506|572757|324939|123113|396497|314546|512234|579286|046957|964059|786332|172110|202691|427539|167707|417922|732899|529185|414337|924385|636950|015753|742925|160694|922123|521683|567527|951707|586732|621453|865616|618693|619800|919934|689057|989853|722788|260733|210558|652316|646888|236004|622581|022669|627342|442609|435450|440886|869195|000798|258261|099148|619502|622247|408055|558071|472585|530643|133011|947298|084071|938883|488364|153676|708285|122800|881062|540181|958275|388771|523871|399776|301480|189480|365698|284662|616945|021561|392115|418517|032370|186376|912107|511476|660267|679761|366605|394840|870716|872892|599641|462117|785199,6000000.00,798787,40000.00,975960|242964|051153|884892|206526|163623|885483|707200|209653|057185|173553|413971|958022|934110|661009|365474|784969|835070|735419|210327|470186|571601|091224|397364|521169|432654|341990|878646|220609|917120|335280|640181|524922|850997|236367|518136|838352|811318|883027|252804|844816|717699|900366|666830|227178|339435|890313|119249|405283|068349,2000.00,20,4000.00,439|274,4000.00,210|847,100000.00,798786|798788,200000.00,500876|710502|808720|294121|269951,80000.00,049916|305146|560883|057429|774482|226845|637613|640895|653200|399554
2019-09-16,20000.00,206668|387520|402314|288534|147164|532557|865894|281163|125445|008822|832387|009313|017717|233478|287904|760025|551229|707676|433179|514891|390532|855084|422182|996900|917756|126590|237774|466333|725282|279911|427490|624128|406448|166027|154869|365621|148116|937381|614322|349956|805145|225266|510359|762124|347651|982696|326297|135441|741790|256918|508329|928224|195264|262743|067686|898375|321556|163316|824807|947206|820750|181453|530201|345127|991673|180591|117824|430048|518465|943240|477457|056570|709851|403187|565592|673933|410314|664854|710244|125935|681516|835926|329667|693776|129217|794838|673754|846298|101502|050936|323510|497636|347025|290540|291138|951008|041675|675234|248237|520140,6000000.00,340388,40000.00,969016|914664|029715|738071|627571|318588|704109|484078|475875|136080|068887|011653|400061|110630|845981|128120|712829|889029|187719|604139|364792|969062|264527|018737|983264|071847|560343|301998|448710|937500|451934|518211|169632|462541|409534|349153|875338|231741|026342|368713|862726|549119|612400|263041|487554|952794|159536|851176|106816|423375,2000.00,85,4000.00,925|939,4000.00,947|733,100000.00,340387|340389,200000.00,969958|394807|403708|607729|522822,80000.00,513233|744181|111226|742666|214686|462347|974506|640916|285554|501040
2019-10-01,20000.00,996129|462354|481964|237427|057131|478820|616337|175621|070640|332538|520214|630521|954623|432090|452729|809720|467189|320080|279250|967147|958492|434072|185637|426284|631438|778985|822012|823439|258848|204926|682878|621129|287410|038811|644556|030301|079922|289025|565664|334619|253511|940143|789409|416255|777693|603185|558423|348366|505068|065160|574372|021967|703560|519461|120898|663265|880830|774824|158194|050057|269680|721764|468694|998663|547011|926671|754118|850584|997513|296283|807063|899668|690891|817159|121007|557184|726944|056840|270741|425197|533189|019146|740457|772831|305712|683060|727899|159118|706704|419080|949766|123222|968593|542696|573068|292086|254454|335611|552306|754139,6000000.00,691197,40000.00,478723|986530|237130|087011|195668|540902|707969|821057|217832|141478|997079|292682|835168|787166|621911|263106|704766|224625|612004|774315|862967|581877|073640|340864|391784|312061|321399|538828|829154|307419|458490|389716|923775|511211|040211|630951|964943|864097|856480|072307|042754|527004|011306|634163|863068|144597|167220|107382|202086|180363,2000.00,59,4000.00,606|797,4000.00,920|392,100000.00,691196|691198,200000.00,775606|524233|072716|300478|154912,80000.00,524324|419191|974267|544000|364255|145780|615040|114670|865545|175533
2019-10-16,20000.00,266783|585679|778791|322444|268578|308411|760125|989669|466330|798582|687586|051952|455269|708439|586306|673646|755445|117010|371914|298102|844954|668149|480010|382825|904347|303098|163569|513624|030327|033043|578409|311589|831822|431080|836234|259875|527190|958682|133222|547116|085750|039982|195339|633171|486629|566744|398450|558215|206838|454193|025878|434722|409550|717015|890996|306124|265407|538038|260202|139259|682848|279811|151520|849736|081403|475702|873219|549687|308807|888691|050755|344616|533798|326315|174513|637184|772419|160304|855824|260457|045891|484545|085651|931010|003702|969824|006716|282553|333931|899923|917535|575341|365823|881018|716818|344977|028206|568800|455923|543969,6000000.00,812564,40000.00,155360|240435|533579|206603|051309|237547|436220|428083|160664|960192|045286|589789|230220|967983|373702|550552|895330|312560|882975|931816|848362|258018|053345|003022|245630|782132|465005|266363|412815|987179|326116|370468|489817|155681|858949|804013|618124|551285|981985|803175|013024|955921|335992|531099|414324|483577|805436|391754|243236|857672,2000.00,15,4000.00,598|132,4000.00,255|625,100000.00,812563|812565,200000.00,685097|872569|010810|389324|422672,80000.00,184912|634449|867144|310103|482422|498877|588913|792849|509278|400722
2019-11-01,20000.00,818361|258579|670142|793473|230991|638033|659899|836526|013343|087910|148292|728819|935166|405302|772810|371867|189677|400546|044897|365035|871835|970411|024166|882812|763716|413823|319875|692168|180325|811825|524489|440561|281506|609517|092075|577149|257612|843474|386331|071759|023730|486841|309592|809822|350317|683249|103415|246977|663193|648637|887736|403643|911845|003493|109006|217629|630347|217990|704190|130055|693765|326719|502616|178016|123082|446879|962277|365107|349705|597123|893522|678665|114053|798629|998242|550691|401452|800434|954917|986728|583527|246867|014589|573675|153149|822831|842449|579178|848411|869448|826688|887628|562111|206709|947971|315948|397796|675736|137576|466018,6000000.00,967375,40000.00,857962|193715|732430|348278|623411|903032|742458|357482|866309|307598|827224|242927|578162|800143|175156|630315|575060|367014|159097|367333|585510|869178|782796|476496|552476|329434|063058|585282|235529|497854|265990|888141|110509|518396|122942|440403|947515|494364|916465|896641|011620|885927|992486|344884|711333|272628|210199|047311|408921|082463,2000.00,79,4000.00,021|206,4000.00,323|806,100000.00,967374|967376,200000.00,334547|549203|036499|128709|137339,80000.00,971220|541186|828766|488298|974841|743402|888178|262102|941960|947887
2019-11-16,20000.00,590588|050706|496235|322646|651220|221880|764024|881441|486027|728453|347346|887601|813462|607336|702392|128495|282045|345306|831840|128744|706409|669314|111914|035408|421442|637181|087495|380919|652709|010435|776555|957172|819195|950753|496584|342615|349815|888842|116555|217809|309293|908474|062520|748323|488650|721808|550492|400470|808297|296035|338747|724759|349597|149073|938118|608890|075688|711841|248150|983251|576445|684620|899563|172439|060624|799145|371336|594379|429257|805883|039529|297879|084173|354379|455496|248544|616296|430160|768421|252711|620253|758445|386591|384828|541191|020184|010309|732690|569006|184837|519165|127646|699383|896719|590574|108761|459592|913889|420829|038662,6000000.00,017223,40000.00,033318|269819|184889|513221|152439|017678|853215|107659|733648|526215|039524|488445|419208|672903|371992|144271|299303|832021|775134|582171|087890|546371|405511|446795|971684|376444|707409|976430|322113|090477|514345|627127|026563|769206|241253|412449|982979|649078|843567|662845|334178|121948|054826|059525|237258|092768|108679|391762|109693|820492,2000.00,32,4000.00,085|194,4000.00,164|640,100000.00,017222|017224,200000.00,027192|778298|848878|589816|902680,80000.00,327577|048948|689685|956379|207548|841062|909459|009089|159068|873903
2019-12-01,20000.00,087218|445509|383400|486214|805934|496703|216595|784309|450927|638672|154298|426576|011881|079114|685598|058262|197405|547255|912377|926032|240340|863969|229405|121843|242720|921333|145892|874948|552815|515299|239982|574880|747103|370066|528746|721296|157048|868301|668807|731318|799017|614455|621656|701359|792177|447211|385052|197832|846795|119685|004542|321467|803145|358071|215312|274705|415211|666160|945500|086928|366687|412185|228621|278211|852948|455931|579639|439224|985091|191956|580982|727633|626959|108532|490960|986555|209587|020848|332078|267615|906201|640020|956464|412491|901642|885322|756616|445079|313355|828043|760273|241836|947414|195122|573463|043916|855410|406146|078513|578497,6000000.00,453522,40000.00,230584|753901|372745|997845|139626|804509|661535|090402|543754|141632|592742|117575|047104|172600|146466|993811|169748|390118|236296|528910|824001|235151|153805|744071|722992|902264|546858|165016|370052|847780|314056|839608|720696|511595|220671|803765|295485|777490|399317|697396|105127|477227|467603|886330|519006|752445|132498|412023|281353|083164,2000.00,81,4000.00,457|013,4000.00,617|261,100000.00,453521|453523,200000.00,398640|378027|516117|505169|237087,80000.00,213700|038046|935700|786648|956356|534143|285060|180619|768028|146155
2019-12-16,20000.00,533874|014221|846564|959293|886848|748153|155601|202996|773325|049459|402069|704697|895590|064147|018637|434668|983020|140547|361324|311063|009471|483409|990529|598084|608564|222308|644463|125972|414607|133557|408259|222871|600377|089808|120830|729729|834311|095378|775391|166844|907636|663268|817852|091801|791129|854312|491854|786664|325226|857899|145587|597634|004275|923180|895678|153383|733423|474547|632108|851414|270874|486484|362094|282771|675531|356785|903804|067652|774469|264024|526900|156041|472456|827362|170489|139046|415473|833898|217790|842041|301705|847933|652808|382377|062646|063425|457028|147341|106942|633599|112470|121014|301116|908004|513353|939507|317074|625368|836125|669840,6000000.00,529924,40000.00,986020|402648|125179|054402|914769|721470|779206|136904|930141|239998|518349|268590|792311|796300|050805|111527|001677|056775|402141|981185|035371|334320|422219|436428|713212|715596|399864|668132|909363|737474|692546|281462|642619|803016|379588|934416|887695|310006|814141|958122|108562|632112|134872|495824|892301|925378|911866|446814|177014|126448,2000.00,97,4000.00,555|665,4000.00,138|043,100000.00,529923|529925,200000.00,945659|440909|023945|423855|270487,80000.00,624585|978094|460486|290056|327673|925924|533651|922510|132697|218711
2019-12-30,20000.00,778355|084405|143377|093589|356279|611146|573431|486842|760860|882792|446634|928786|176155|122586|226983|220865|635191|998879|346943|234143|413163|752063|928746|915456|550338|039133|443662|951542|983931|598770|126292|185649|027687|164114|923210|272906|999316|961140|782072|438493|601373|156404|598987|157862|158908|318154|026337|604139|757772|840130|684713|334468|268372|348426|944854|094399|342078|586180|883644|899878|205181|903975|451826|213692|338864|189488|926366|492745|476533|963610|588557|099196|709101|604933|817730|723490|191184|850376|195782|755656|254803|390032|211944|034206|213411|811104|424104|652630|889440|149575|852300|714873|590400|838064|941891|910577|131152|960850|797250|440546,6000000.00,510541,40000.00,918910|928852|869911|753604|022940|051650|842733|555494|672728|899616|613805|788768|465581|693465|192990|077124|939653|810072|165747|033032|338406|454309|310288|722958|360866|186851|814082|191526|614048|092527|870962|159432|265032|396913|790441|904873|643730|494688|198706|921085|829463|419426|403731|702277|034930|850857|711382|939030|831520|923334,2000.00,81,4000.00,250|140,4000.00,116|382,100000.00,510540|510542,200000.00,935603|624546|374507|059567|350136,80000.00,501630|909289|144030|815963|551057|379125|551939|893572|904909|729960
2020-01-17,20000.00,071120|261318|367545|629280|131382|300746|477358|934080|613028|924122|352266|118250|138899|071354|085671|303524|552793|456172|288942|243120|082579|314830|004814|884224|630294|979755|751217|983825|375865|809021|921693|947056|846958|393635|076844|742231|110281|536334|210103|483980|375248|881216|481800|171039|520013|721789|681091|341333|816393|837817|802858|487218|363365|247863|960318|642324|079566|220440|679058|730986|412041|489673|945158|807272|247971|800763|205870|170112|928591|896497|770871|834784|161452|248323|657349|259571|597029|985462|247623|450725|644336|470594|711214|430144|660182|285089|542659|088760|118240|211211|050938|560798|457123|715897|721998|054185|980518|064416|950667|510532,6000000.00,491774,40000.00,611202|185190|415896|399019|474648|942856|056481|797014|134637|610522|777783|266663|668641|234791|780290|132055|917720|495411|821778|761650|960050|540918|176349|268673|701069|017180|701635|286488|706966|730628|233643|154095|002742|153619|626803|196368|554349|726669|985432|827179|708465|829905|345447|828129|068332|197576|488868|274431|538179|465539,2000.00,68,4000.00,595|379,4000.00,132|004,100000.00,491773|491775,200000.00,315433|456371|291854|334941|346140,80000.00,149037|799564|295436|302930|563656|092601|011712|122112|047068|155665
2020-02-01,20000.00,412409|358927|323352|737064|024866|675400|479755|696230|326768|714309|906159|205267|082050|103200|842094|959404|392781|163034|295953|243079|063486|624795|570913|808483|106270|425970|747580|616090|909074|167270|349088|860342|921121|497305|253488|852872|456522|716713|601682|137542|514779|652907|198143|666090|755316|888688|326110|327564|022906|736319|116145|807159|073486|299809|482848|557111|180775|421353|642248|267440|636522|524386|828571|191920|360925|470291|730063|231846|244432|886078|913952|691530|353274|846331|162412|017786|184025|556254|812996|883789|128224|874380|197857|078851|711093|862905|849754|654049|248572|207159|073866|164902|904186|329664|203741|552630|916859|059070|811267|602058,6000000.00,589227,40000.00,196761|806967|000160|563957|859507|386425|361268|133383|082501|005881|043910|917159|864657|063256|395806|300300|171507|888115|571050|008224|461402|115767|398208|132575|974181|152938|454859|639276|114641|818224|420015|429119|398131|956028|926594|029059|418672|388002|559531|363625|571085|329261|418744|693603|585306|856026|823255|172782|454937|624954,2000.00,06,4000.00,927|375,4000.00,259|552,100000.00,589226|589228,200000.00,679758|102110|912367|574473|041656,80000.00,669498|694807|126524|088398|567239|106269|728615|406371|974847|728829
2020-02-16,20000.00,662428|293762|935719|823265|524440|099771|332670|010841|482524|610217|169419|862406|355732|799306|154166|118810|654913|018315|369070|527732|505695|669300|118643|012775|261597|523754|595533|548699|611160|033209|324847|267503|929814|330037|597086|981858|787530|940584|991713|876736|121037|546242|024883|251535|388252|831908|733330|714226|993285|240286|615278|941789|046146|152719|797306|140491|997597|990126|104426|765905|316433|796434|358828|773168|371571|994358|540767|227843|790302|466692|818149|476526|391023|860890|161889|101185|345967|785132|936400|591150|129734|743100|818565|431675|626858|679750|559967|246078|066781|382615|511033|143146|332934|957217|884810|718183|528483|416435|004902|762447,6000000.00,781403,40000.00,264330|396458|546908|858420|843796|628825|647075|652474|026097|199091|419102|080271|241899|604182|108850|629869|616290|831041|054570|072592|010122|796134|435585|500669|320396|819036|504034|407436|645659|862836|870727|476520|447807|383358|399348|766387|735607|165618|717748|233305|151186|506877|319221|055273|992262|137277|663691|585988|635774|786721,2000.00,94,4000.00,030|918,4000.00,952|515,100000.00,781402|781404,200000.00,236727|624778|186877|320101|031350,80000.00,788719|095797|880226|215618|096409|114645|468941|957558|278606|163530
2020-03-01,20000.00,007553|499027|626174|384127|437719|217515|693154|345883|967462|377351|858577|905414|415772|176663|478920|257260|224346|260421|422507|309809|778587|775526|304384|684631|786212|494285|661093|066378|950424|796394|291965|223417|131280|065428|951165|447241|273667|084544|755995|724249|421555|529233|209240|174915|334532|724413|845280|691955|518077|644600|122352|704231|637674|811226|031364|697568|001600|988137|804209|897528|724461|432572|946307|007525|270996|468516|360023|379753|047530|677191|530694|506216|501961|583201|780068|177039|262410|281611|296021|903782|779454|599316|458173|224267|872588|730678|811176|556222|826405|241193|728355|958110|150008|474085|982805|358459|000961|706002|232665|387033,6000000.00,875938,40000.00,927971|252311|680507|489170|599838|795450|255468|387773|000813|774454|386874|017470|173917|048014|160294|363887|893641|829031|372579|289386|708247|575900|464406|396335|341799|280688|630541|339323|339332|919836|447660|548207|002570|276985|019458|910734|199337|609848|663914|247875|620636|967652|199628|071910|200851|498308|625448|448714|514660|034412,2000.00,98,4000.00,597|780,4000.00,294|328,100000.00,875937|875939,200000.00,493313|534604|876474|060416|520618,80000.00,836387|134908|014656|769895|581228|120115|271109|601360|283043|858575
2020-03-16,20000.00,753839|330201|099249|978085|712568|522562|178623|548335|657205|914952|851788|120215|475758|640745|129718|732420|363954|558715|062139|994561|365431|175457|578016|629639|862434|736090|654552|637055|603590|215238|567110|088763|744337|209477|227327|885614|483304|847791|985559|611494|229142|142652|364895|878950|609248|200135|131034|943035|989474|555538|736143|800075|403202|859972|737073|214132|943286|326945|396678|674851|372444|001191|346723|321480|324014|856786|291822|152316|963731|875276|784296|331978|982185|356679|737115|860062|396583|604845|661758|272497|501320|804442|676537|298142|091572|940995|527567|820584|079581|087769|220632|172707|385359|514708|956849|894886|982062|948812|223633|013680,6000000.00,503446,40000.00,771818|625017|128036|426472|624863|339276|780758|280990|780189|285145|304436|728536|534348|968004|037738|166798|693939|367226|598800|318139|248007|431327|951205|275382|431336|166093|104374|913604|112044|495102|554702|538212|022167|246572|115129|266770|671003|524507|869281|039461|283498|343691|715327|747571|639251|658089|598294|086281|631419|673792,2000.00,77,4000.00,661|404,4000.00,726|258,100000.00,503445|503447,200000.00,849691|763348|759179|156175|577151,80000.00,220592|566251|783590|819863|355831|514970|386486|652021|593611|198725
2020-04-01,20000.00,005239|819208|213845|889348|419201|267815|892958|496804|673363|034527|337269|222013|157193|405170|636107|027719|721891|549254|547734|546463|826621|487458|901332|583744|580821|829951|189238|392632|296802|255985|915990|619640|845485|151725|699512|576104|414509|786376|660306|892187|650441|434866|546479|930761|614744|702166|384034|551815|227552|706716|645323|187863|314800|045849|728075|922344|985148|769816|639253|708061|519032|882040|773113|846418|499935|943814|768846|136440|822338|495242|701393|969968|330056|733139|485577|662329|408759|950065|499623|399161|472949|303385|536969|650854|589488|154463|366847|625862|794530|474510|100560|863675|052120|085022|435132|518297|601706|383950|187709|088559,6000000.00,051095,40000.00,030427|082469|413168|407951|209098|867935|411102|834556|953201|701975|813176|832032|992973|265599|739542|937415|659336|346534|803910|067130|965302|313324|805619|684219|906789|447655|846265|809912|245877|603922|797281|713366|909818|663664|631976|487749|474469|017838|559273|399214|056765|174337|709851|370031|933651|650392|059803|833948|567936|223592,2000.00,22,4000.00,191|364,4000.00,430|285,100000.00,051094|051096,200000.00,780132|146823|863712|292621|321242,80000.00,050269|595293|794058|935047|421363|363077|993767|563533|118779|112075
